"Intercept","Gini_UnCentered","Gini2_UnCentered","LagROW_UnCentered"
3.20057670846135,-0.481580592358896,0.169568265921816,-0.000422009573680914
3.1165741168225,-0.489710425261812,-0.47222920224202,0.000958152049075834
3.06804315455578,-0.470938063966783,0.479046550323412,0.00326884950863521
3.02355229686589,-0.522194189467986,-0.16075857779577,0.00302046161452023
3.0474681383763,-0.663453685298938,-0.197140158320397,0.00357889776814555
3.12876494392663,-0.750820110683467,0.0332604396580082,0.000812244039943209
3.21339160945123,-0.667191900961242,0.119248916839037,-0.00137698006910887
3.16470174300118,-0.819256554699204,-0.42302069897218,-0.00067846792222489
3.10058352424898,-0.475995205696254,-0.176358795182241,0.00230631930659783
3.16209702787365,-1.08403682625824,-0.227835250642576,0.000514375372033729
3.11746328535945,-0.803447773112648,0.22825103157397,0.00120695238397405
3.04904336829816,-0.946043418183447,-0.482059922456072,0.00292295092961407
3.06130843297951,-1.04214499553682,-0.226770959446144,0.00341256055561576
3.00105439193891,-0.678042536386482,-0.0562635711739797,0.00452914182880312
3.03602443212551,-0.662221081136601,-0.268036327407746,0.00379649477565859
3.13278146922246,-0.521026697315721,0.232309676959955,0.00121322097625718
3.17996294196753,-0.805214739597222,0.406517122713006,0.000366209974300638
3.17126937090502,-1.104006615747,-0.0437805832780712,0.000318372221185228
3.19009359374403,-0.696626254069657,0.292520797497911,-0.000754470171314633
3.11968541568993,-0.91178503993018,-0.118688626818569,0.00114784074002496
3.09743084372912,-0.544467196004637,0.270865337937238,0.0014682555659058
3.14425607305092,-0.775295114680307,-0.0616838899369625,0.00067341174966478
3.05383247391889,-0.413540034399947,0.0170147529425607,0.00293443913277099
3.08908659227649,-0.849953858323117,-0.0415060181463668,0.00241393814862266
3.20641137680384,-0.821721639470478,0.597417289653666,0.000167779604904735
3.16247136121058,-0.755735254620497,0.246192063169572,0.000225165861298698
3.10464304137058,-1.03311109024758,0.0139727439028207,0.00201555109330427
3.10099033160993,-0.333761812138564,0.0302356961601033,0.001310982858273
3.13672775155713,-0.883122313731289,0.037765490117476,0.00057974828999086
3.00512901640265,-0.760695465762848,-0.674382963105916,0.0035772273866202
3.20142825845306,-1.03308268603398,0.142427700414066,-0.000624438719966318
3.15785908480641,-0.802635789785542,0.0847744172586796,0.000204699733723275
3.15480295867662,-0.806151262871136,-0.536761888457871,0.000172027102806915
3.09083097326898,-0.452517104885551,0.19053008127607,0.00268919066507959
3.1215995115309,-0.485523230560536,0.280558165213526,0.00163033193407943
3.19075299280632,-1.21205582502541,-0.169232271878578,-0.000278596882308705
3.19477297335075,-0.797948031050325,0.179579210141456,-0.000425609041772376
2.92757499120315,-0.845429354518529,-0.195504406923847,0.00607870728061191
3.13924790583768,-0.894799359712328,0.00157794759197281,0.00105434111039059
